"Date","Region","Place","Trigger","Trigger..additional.info","Weak.Layer","Depth","Width","Vertical","Aspect","Elevation","Coordinates","Caught","Carried","Buried...Partly","Buried...Fully","Injured","Killed"
"2023-03-08","Salt Lake","Cardiac Ridge","Natural","","","","","","East","10,400'","40.601364089572, -111.668499099330",NA,NA,NA,NA,NA,NA
"2023-03-09","Salt Lake","Patsy Marly","Natural","","","3""","40'","","North","10,500'","40.589645140559, -111.608819948750",NA,NA,NA,NA,NA,NA
"2023-03-09","Ogden","Snowbasin Backcountry","Skier","","Density Change","2'","100'","450'","Southeast","9,400'","41.198659506227, -111.882243781750",NA,NA,NA,NA,NA,NA
"2023-03-09","Provo","Cascade Ridge","Natural","","","8'","500'","","East","10,500'","40.304796293580, -111.579551683980",NA,NA,NA,NA,NA,NA
"2023-03-09","Salt Lake","Two Dogs","Skier","","","","","","North","9,500'","40.599206528521, -111.640419556060",NA,NA,NA,NA,NA,NA
"2023-03-09","Salt Lake","Maybird Chute","Natural","","","14""","50'","1,500'","South","9,000'","40.579965377507, -111.708748327790",NA,NA,NA,NA,NA,NA
"2023-03-09","Salt Lake","Toledo Chutes","Natural","","Wet grains","","","","East","9,800'","40.597205462370, -111.635556208190",NA,NA,NA,NA,NA,NA
"2023-03-09","Salt Lake","Wolverine Cirque","Unknown","","","","","300'","North","10,400'","40.586142448238, -111.604936110090",NA,NA,NA,NA,NA,NA
"2023-03-09","Salt Lake","Cardiac Bowl","Skier","","New Snow/Old Snow Interface","","","","","","40.596097537634, -111.662867130950",NA,NA,NA,NA,NA,NA
"2023-03-09","Skyline","Lake Canyon","Snowmobiler","Unintentionally Triggered","Density Change","","300'","200'","Southeast","10,000'","39.585069076085, -111.312553869840",1,1,1,NA,NA,NA
"2023-03-09","Ogden","Snowbasin Backcountry","Skier","","","5""","20'","","Southeast","7,400'","",NA,NA,NA,NA,NA,NA
"2023-03-10","Provo","Aspen Grove","Natural","","New Snow","","","","North","7,500'","40.401314364145, -111.606837674160",NA,NA,NA,NA,NA,NA
"2023-03-11","Skyline","Forks of the Huntington","Natural","","Facets","2.5'","600'","600'","East","8,200'","39.495451315478, -111.159346090930",NA,NA,NA,NA,NA,NA
"2023-03-11","Provo","Aspen Grove","Natural","","","","","800'","East","8,200'","40.398421938166, -111.608004557200",NA,NA,NA,NA,NA,NA
"2023-03-10","Provo","Slide Canyon","Explosive","Intentionally Triggered","","","","5,000'","South","10,200'","40.363508039731, -111.604614245030",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Wellsville Mountain Wilderness","","","","","","","Northeast","9,000'","",NA,NA,NA,NA,NA,NA
"2023-03-10","Ogden","Ben Lomond","Natural","","","5.5'","","1,000'","Northeast","6,900'","41.357967222569, -111.922531115090",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Box Elder Peak","Natural","","","2'","800'","","East","9,200'","41.634361533780, -112.010486113100",NA,NA,NA,NA,NA,NA
"2023-03-11","Provo","Provo","Natural","","","","","","North","7,600'","40.426467589473, -111.611866938190",NA,NA,NA,NA,NA,NA
"2023-03-10","Salt Lake","Oquirrh Mountains","Unknown","","","10""","","","Northwest","5,600'","40.484105644730, -112.038059221770",NA,NA,NA,NA,NA,NA
"2023-03-11","Salt Lake","Scotties Bowl","Skier","Unintentionally Triggered","New Snow","3""","15'","60'","Northeast","8,000'","40.568800948580, -111.678278433400",NA,NA,NA,NA,NA,NA
"2023-03-10","Provo","Squash Head Ice Climb","Natural","","","","","1,000'","Northwest","7,200'","39.909668339654, -111.745033251340",2,2,NA,NA,NA,NA
"2023-03-11","Uintas","Hoyt's Peak","Snowmobiler","","","2""","300'","","East","10,000'","",NA,NA,NA,NA,NA,NA
"2023-03-11","Ogden","Willard Peak","Natural","","","","","","West","5,600'","41.415036088332, -112.016086565520",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Maple Rise","Natural","Repeater","New Snow/Old Snow Interface","","","1,250'","East","6,800'","41.658509422572, -111.985208975340",NA,NA,NA,NA,NA,NA
"2023-03-11","Salt Lake","Rainbow Peak","Snowboarder","Intentionally Triggered","","4""","25'","400'","Northeast","8,800'","40.561073889790, -111.691775309150",NA,NA,NA,NA,NA,NA
"2023-03-11","Ogden","North Ogden Mountains","Natural","Cornice Triggered","","","","800'","Northeast","7,400'","41.310911520202, -111.891760813270",NA,NA,NA,NA,NA,NA
"2023-03-11","Salt Lake","Little Cottonwood Canyon","Natural","","","2'","40'","40'","South","9,000'","40.592233913798, -111.627874361590",NA,NA,NA,NA,NA,NA
"2023-03-11","Salt Lake","Scott Hill","Natural","","","3'","200'","700'","East","9,800'","40.628852988898, -111.565647112440",NA,NA,NA,NA,NA,NA
"2023-03-10","Uintas","Daniels","Natural","","","","150'","300'","South","7,200'","40.377460037104, -111.296911226880",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Cornice Ridge","Natural","Cornice Triggered","","","","","Northeast","9,400'","41.891040718055, -111.660554396210",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","White Pine Canyon","Natural","","New Snow/Old Snow Interface","2'","400'","","Northeast","9,200'","41.914030337246, -111.664073454450",NA,NA,NA,NA,NA,NA
"2023-03-11","Provo","Big Springs","Unknown","Unintentionally Triggered","Facets","3.5'","450'","1,750'","West","9,300'","40.292519491220, -111.541181281860",NA,NA,NA,NA,NA,NA
"2023-03-11","Uintas","Uintas","Natural","","","10""","60'","","Southeast","10,100'","40.670418095247, -111.153101908350",NA,NA,NA,NA,NA,NA
"2023-03-11","Salt Lake","Cardiff Fork","Natural","","","2'","200'","600'","West","9,000'","40.621124978612, -111.649705196040",NA,NA,NA,NA,NA,NA
"2023-03-09","Salt Lake","Mt Aire","Natural","","","","50'","","North","6,000'","40.729695352306, -111.720527919240",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Wellsville Mountain Wilderness","Natural","Cornice Triggered","New Snow/Old Snow Interface","2'","","","East","9,300'","41.645114505043, -112.011537539030",NA,NA,NA,NA,NA,NA
"2023-03-11","Salt Lake","West Monitor","Unknown","","","","50'","400'","Northeast","10,000'","40.638084209948, -111.576974965150",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","First Dam","Natural","","Wet grains","18""","20'","350'","North","5,200'","41.741114526407, -111.788055883940",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Green Canyon Mouth","Natural","Repeater","Wet grains","16""","30'","500'","North","6,400'","41.765446437307, -111.769773947300",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Fairgrounds","Natural","Cornice Triggered","New Snow/Old Snow Interface","12""","","","East","9,600'","41.712384601468, -111.717116819930",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","Three Terraces","Natural","Cornice Triggered","","","","700'","East","9,500'","41.702196326146, -111.711366163800",NA,NA,NA,NA,NA,NA
"2023-03-12","Salt Lake","Little Cottonwood Canyon","Natural","","","","","","North","6,400'","40.567684403227, -111.762613790340",NA,NA,NA,NA,NA,NA
"2023-03-11","Provo","Slate Canyon","Natural","","","","","","North","6,800'","40.226733932571, -111.592512117950",NA,NA,NA,NA,NA,NA
"2023-03-12","Salt Lake","Lambs Canyon","Skier","","Density Change","2""","5'","","North","7,100'","40.736819629761, -111.645383822030",NA,NA,NA,NA,NA,NA
"2023-03-10","Logan","River Trail","Natural","","Wet grains","","20'","150'","North","5,100'","41.742027139522, -111.765911566310",NA,NA,NA,NA,NA,NA
"2023-03-14","Salt Lake","Little Cottonwood Canyon","Natural","","","2'","30'","70'","West","9,100'","40.590716509697, -111.627616869510",NA,NA,NA,NA,NA,NA
"2023-03-10","Uintas","Upper Chalk Creek","Natural","Cornice Triggered","New Snow/Old Snow Interface","3'","300'","","Northeast","10,200'","40.836152428952, -111.091840254440",NA,NA,NA,NA,NA,NA
"2023-03-10","Uintas","Upper Moffit Basin","Natural","Cornice Triggered","New Snow/Old Snow Interface","2.5'","200'","400'","Northeast","10,400'","40.832750706270, -110.998971449530",NA,NA,NA,NA,NA,NA
"2023-03-10","Uintas","Humpy Creek","Natural","","New Snow/Old Snow Interface","2'","150'","300'","Northeast","10,500'","40.845900023075, -111.018154608400",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Ferguson Canyon","Natural","","Wet grains","","","","Northwest","7,000'","40.606882730101, -111.756534563600",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Little Cottonwood Canyon","Natural","","Wet grains","","","","North","6,400'","40.568067453730, -111.772413240960",NA,NA,NA,NA,NA,NA
"2023-03-11","Logan","River Chutes","Natural","Repeater","Wet grains","","","700'","North","6,700'","41.830059830576, -111.594782546810",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Dugway","Natural","","Wet grains","","","","West","6,200'","41.826635721424, -111.599228369320",NA,NA,NA,NA,NA,NA
"2023-03-15","Provo","Mahogany Mountain","Natural","","Wet grains","","","","Southwest","7,600'","40.390554201285, -111.706924425650",NA,NA,NA,NA,NA,NA
"2023-03-15","Ogden","Bridge Canyon","Unknown","Cornice Triggered","Wet grains","","","2,000'","Northeast","7,500'","41.310678820751, -111.892232882070",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Dugway Cirque","Natural","","Wet grains","2.5'","200'","800'","West","6,500'","41.820407758166, -111.599288657950",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Argenta","Skier","","","14""","30'","","North","9,700'","40.626803062838, -111.672871100020",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","South Monitor Bowl","Natural","Cornice Triggered","","","150'","","Northeast","9,900'","40.631737435681, -111.571998583410",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Card Picnic Area","Natural","","Wet grains","","","800'","North","5,800'","41.761721234224, -111.667180732540",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Y Coulior","Natural","","","","","","North","6,600'","40.569183992692, -111.726740585870",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Davenport Hill","Skier","","","18""","150'","","Northeast","10,100'","40.599838067886, -111.622252451500",NA,1,NA,NA,NA,NA
"2023-03-15","Salt Lake","Summit Park","Unknown","","","4'","15'","","North","7,200'","40.738721882482, -111.606996046610",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Lanes Leap","Natural","","Facets","2'","150'","200'","North","9,600'","40.603599346618, -111.567213522530",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Amphitheater Gully","Natural","","Wet grains","2.5'","400'","1,500'","North","6,600'","41.759377079344, -111.689754203590",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Superior","Unknown","","","12""","350'","","South","10,000'","40.596097537633, -111.643924700340",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Little Cottonwood Canyon","Natural","","","4'","20'","40'","Southeast","8,300'","40.586498149067, -111.647787081310",1,NA,NA,1,NA,NA
"2023-03-15","Logan","Browns Roll Off","Natural","","","2'","30'","10'","","5,100'","41.764421371078, -111.677866653240",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Big Baldy Shoulder","Natural","Cornice Triggered","New Snow/Old Snow Interface","12""","125'","350'","Northwest","8,600'","41.674268981870, -111.753783897190",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Tri County Peak","Unknown","","","","300'","","Southeast","10,000'","40.608389585952, -111.553330408640",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Superior","Skier","","","2'","400'","","Southeast","11,000'","40.592093377148, -111.665881263320",NA,NA,NA,NA,NA,NA
"2023-03-16","Provo","Mill Canyon Peak","Unknown","","","5'","400'","","Northeast","10,100'","40.503880004352, -111.575217234230",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Little Cottonwood Canyon","Skier","","Density Change","","","","South","10,700'","40.588691892752, -111.682634340830",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Superior","Skier","","","","","","Southeast","10,000'","40.590166569507, -111.662163721620",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Seagull","Natural","","","3'","700'","","East","10,200'","40.584566596972, -111.597153680640",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Maybird Gulch","Natural","","","","3,500'","","East","10,000'","40.545700151871, -111.708683954780",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Cardiff Fork","Natural","Cornice Triggered","New Snow/Old Snow Interface","12""","250'","400'","North","10,200'","40.594426705567, -111.657571779790",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Diving Board","Natural","","","3'","150'","","Northeast","10,300'","40.602256063083, -111.724433886110",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","No Name Baldy","Natural","","","3'","3,500'","","Northeast","10,400'","40.542373763314, -111.697418676920",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Birch Glen","Natural","","Ground Interface","2'","50'","450'","North","5,600'","41.763366892967, -111.681214050080",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Seagull","Natural","","","3'","1,000'","","East","10,000'","40.586937758959, -111.594177005550",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Pioneer Ridge","Natural","","","3'","100'","","Southeast","10,000'","40.581571923309, -111.578194667290",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Maybird Gulch","Natural","","","","","","Northeast","10,300'","40.545941675490, -111.708930718010",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Blacksmith Fork","Natural","","Wet grains","2'","500'","800'","Northeast","6,600'","41.621041434881, -111.688295081890",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Mineral Fork","Skier","Unintentionally Triggered","Density Change","3""","70'","200'","Northeast","8,800'","40.609658396023, -111.685904848140",NA,NA,NA,NA,NA,NA
"2023-03-15","Provo","Rock Canyon","Natural","","","18""","150'","","North","7,200'","40.260126701561, -111.608669923810",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","No Name Baldy","Natural","","Density Change","3'","2,500'","","Northeast","10,200'","40.537958705736, -111.697466712430",NA,NA,NA,NA,NA,NA
"2023-03-16","Uintas","Soapstone Cliffs","Natural","","","2'","80'","","Northeast","8,100'","40.582006555208, -111.066970812470",NA,NA,NA,NA,NA,NA
"2023-03-15","Provo","Rock Canyon","Natural","","","4'","500'","","South","10,400'","40.273320181398, -111.591310667060",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Crystal Palace","Unknown","","","5""","50'","","East","8,800'","",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Silver Fork Headwall","Unknown","","","2'","350'","","Northeast","10,000'","40.599493808529, -111.630985724050",NA,NA,NA,NA,NA,NA
"2023-03-15","Provo","Provo","Natural","","Graupel","2'","","","","","40.550488344752, -111.650122392170",NA,NA,NA,NA,NA,NA
"2023-03-15","Skyline","Blue Cut","","","","","","","","","",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Salt Lake Twins","Hiker","","","2'","60'","","Southeast","11,000'","40.599608622338, -111.722812044160",NA,1,NA,NA,NA,NA
"2023-03-15","Logan","Temple Fork","Natural","","Wet grains","2.5'","250'","600'","North","6,300'","41.832293523949, -111.584098832410",NA,NA,NA,NA,NA,NA
"2023-03-17","Salt Lake","Lake Peak","Skier","","","12""","50'","","East","10,700'","40.555413403204, -111.691007303520",NA,NA,NA,NA,NA,NA
"2023-03-17","Salt Lake","Claytons","Unknown","","","2'","100'","","Northeast","10,000'","40.590158931417, -111.557237821400",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Dromedary Peak","Natural","","","12""","200'","","Northeast","10,000'","40.594720752634, -111.700685607510",NA,NA,NA,NA,NA,NA
"2023-03-17","Salt Lake","Cardiff Fork","Unknown","","Density Change","2'","150'","","Northeast","10,500'","40.592974271797, -111.663060859490",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","Room of Doom","Unknown","","","","","","Northeast","10,200'","40.601351106994, -111.674823748180",NA,NA,NA,NA,NA,NA
"2023-03-11","Uintas","Upper Chalk Creek","Natural","","","","","","Northeast","10,100'","40.833568809881, -111.104221331260",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Mary Ellen","Skier","Intentionally Triggered","Graupel","12""","100'","150'","Southeast","9,800'","40.548516854183, -111.633110033580",NA,NA,NA,NA,NA,NA
"2023-03-17","Salt Lake","Mill B South","Natural","","","4""","25'","","South","9,200'","40.603776148544, -111.694955515190",NA,NA,NA,NA,NA,NA
"2023-03-16","Salt Lake","Dry Fork of AF","Snowmobiler","","","10""","35'","","East","9,600'","40.567449402995, -111.595993233980",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","Dry Fork of AF","Natural","","","12""","350'","","East","9,800'","40.571063215398, -111.597382842030",NA,NA,NA,NA,NA,NA
"2023-03-15","Logan","Providence Quarry","Natural","","Wet grains","12""","250'","350'","South","6,800'","41.690813090553, -111.739621833600",NA,NA,NA,NA,NA,NA
"2023-03-17","Skyline","The Dungeon","Snowmobiler","Unintentionally Triggered","","12""","","80'","West","9,400'","39.314735240304, -111.465665089220",NA,NA,NA,NA,NA,NA
"2023-03-15","Salt Lake","West Scotties","Natural","","","18""","80'","","Northwest","10,000'","40.562924614091, -111.671369062970",NA,NA,NA,NA,NA,NA
"2023-03-17","Provo","Timpanogos","Natural","","","2'","300'","","Northeast","10,200'","40.397270901457, -111.651495683180",NA,NA,NA,NA,NA,NA
"2023-03-17","Uintas","Uintas","Natural","","Facets","2.5'","100'","200'","Northeast","9,200'","40.313354595547, -111.085338579820",NA,NA,NA,NA,NA,NA
"2023-03-15","Moab","Mt. Peale - N. Face","Natural","","","","200'","600'","North","11,200'","38.446027669013, -109.222297656000",NA,NA,NA,NA,NA,NA
"2023-03-16","Logan","Rattlesnake Canyon","Natural","","","","450'","1,500'","East","8,300'","",NA,NA,NA,NA,NA,NA
"2023-03-15","Moab","Moab","Natural","","","2'","150'","","Northeast","11,400'","38.501194857369, -109.226331698330",NA,NA,NA,NA,NA,NA
"2023-03-16","Uintas","Upper Weber Canyon","Explosive","","Density Change","6""","80'","200'","Northeast","10,100'","",NA,NA,NA,NA,NA,NA
"2023-03-18","Salt Lake","Red Baldy","Skier","","","3""","80'","","West","10,200'","40.543311365042, -111.671570899180",NA,2,NA,NA,NA,NA
"2023-03-18","Salt Lake","Wolverine","Skier","","","10""","20'","","North","9,800'","40.578337464363, -111.595534074300",NA,NA,NA,NA,NA,NA
"2023-03-18","Salt Lake","Hogum Hogback","Natural","","","","","","East","10,200'","40.556203076849, -111.711559282850",NA,NA,NA,NA,NA,NA
"2023-03-18","Salt Lake","Cardiff Fork","Natural","","","","","","Southwest","10,000'","40.592887710857, -111.660618769230",NA,NA,NA,NA,NA,NA
"2023-03-18","Salt Lake","10420","Snowboarder","","","5""","10'","","East","10,100'","40.602321195822, -111.557731011390",NA,NA,NA,NA,NA,NA
"2023-03-18","Salt Lake","Lake Peak","Skier","","","","30'","","Northeast","10,300'","40.547299879313, -111.674498307690",NA,NA,NA,NA,NA,NA
"2023-03-18","Provo","Box Elder","Natural","","","","","","East","10,400'","40.485629433883, -111.690824020770",NA,NA,NA,NA,NA,NA
"2023-03-18","Provo","Provo Canyon","Natural","","","","","","West","7,400'","40.363106704654, -111.665797224260",NA,NA,NA,NA,NA,NA
"2023-03-18","Salt Lake","Rainbow Peak","Skier","","","3""","25'","","East","9,900'","40.551270944450, -111.698530900460",NA,NA,NA,NA,NA,NA
"2023-03-15","Uintas","Shingle Peak","Unknown","","","4'","200'","800'","East","9,800'","40.747206669408, -111.121258722930",NA,NA,NA,NA,NA,NA
"2023-03-18","Salt Lake","Upper Red Pine","Skier","","","8""","30'","","Northeast","10,200'","40.536698954513, -111.693427549900",NA,NA,NA,NA,NA,NA
