"Date","Region","Place","Trigger","Trigger..additional.info","Weak.Layer","Depth","Width","Vertical","Aspect","Elevation","Coordinates","Caught","Carried","Buried...Partly","Buried...Fully","Injured","Killed"
"2019-02-20","Salt Lake","Limber Pine","Skier","Unintentionally Triggered","Density Change","6""","200'","1,000'","South","10,300'","40.589482193178, -111.673600660870",NA,NA,NA,NA,NA,NA
"2019-02-19","Moab","La Sal Mountains","Snowmobiler","Remotely Triggered","Facets","2.5'","175'","200'","East","10,800'","38.476438208004, -109.231696116370",NA,NA,NA,NA,NA,NA
"2019-02-14","Salt Lake","Highline","Natural","","","2.5'","200'","","Northeast","","",NA,NA,NA,NA,NA,NA
"2019-02-22","Provo","UFO Bowls","Natural","","","","300'","","East","9,500'","40.418144435807, -111.627874361590",NA,NA,NA,NA,NA,NA
"2019-02-24","Uintas","Chalk Creek","Unknown","","","","300'","","Northeast","10,200'","40.847263253027, -111.068328010210",NA,NA,NA,NA,NA,NA
"2019-02-24","Ogden","Banana Chute","Skier","","","6""","30'","","Northwest","8,100'","41.201700976635, -111.893067804750",NA,NA,NA,NA,NA,NA
"2019-02-24","Uintas","Chalk Creek","Natural","Cornice Triggered","Depth Hoar","8'","200'","700'","Northeast","10,300'","40.834528197905, -111.107332693730",NA,NA,NA,NA,NA,NA
"2019-02-24","Salt Lake","Little Superior","Snowboarder","","","","15'","","Northwest","10,200'","40.595273340057, -111.656267372620",NA,NA,NA,NA,NA,NA
"2019-02-25","Ogden","North Ogden Divide","Skier","Intentionally Triggered","Facets","12""","100'","350'","Southeast","6,700'","",1,1,NA,NA,NA,NA
"2019-02-25","Salt Lake","Millie Back Bowls","Skier","Intentionally Triggered","Density Change","14""","100'","200'","Northeast","10,200'","40.588765219988, -111.602103697370",NA,NA,NA,NA,NA,NA
"2019-02-25","Logan","East Banks","Natural","","Facets","18""","100'","200'","Northwest","7,000'","41.894259283855, -111.551420675850",NA,NA,NA,NA,NA,NA
"2019-02-25","Southwest","Brian Head Backcountry","","","","","","","Northwest","","37.684686378966, -112.827315317550",NA,NA,NA,NA,NA,NA
"2019-02-26","Salt Lake","Cardiff Fork","Skier","","","5""","40'","","Northeast","9,500'","40.599184508337, -111.652713628720",NA,NA,NA,NA,NA,NA
"2019-02-26","Salt Lake","Martha Bowl","Snowboarder","","Density Change","6""","60'","200'","Northwest","10,200'","40.581672474498, -111.588785188510",NA,NA,NA,NA,NA,NA
"2019-02-27","Ogden","Ogden","Natural","","","","","","West","8,000'","41.176845108955, -111.899185167830",NA,NA,NA,NA,NA,NA
"2019-02-26","Salt Lake","Mill A","Unknown","","","6""","30'","","Northeast","9,800'","",NA,NA,NA,NA,NA,NA
"2019-03-01","Southwest","Brian Head Backcountry","","","","","","","","10,000'","",NA,NA,NA,NA,NA,NA
"2019-02-23","Ogden","Ogden","Unknown","","","2'","100'","1,000'","Northeast","8,700'","41.425416554044, -111.975681768910",NA,NA,NA,NA,NA,NA
"2019-02-25","Logan","Box Elder Peak","Natural","","Facets","4'","400'","","East","9,000'","41.638763415514, -112.013361441150",NA,NA,NA,NA,NA,NA
"2019-03-02","Uintas","Weber Canyon","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","6""","20'","80'","North","10,000'","",NA,NA,NA,NA,NA,NA
"2019-03-02","Provo","Mt Nebo","Unknown","Unintentionally Triggered","Density Change","","40'","","Northwest","10,400'","39.826863282071, -111.761898981640",1,1,NA,NA,NA,NA
"2019-03-02","Salt Lake","Wolverine Cirque","Skier","","","4""","50'","","Northwest","10,400'","40.588162304765, -111.602420198040",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Superior","Skier","","","6""","30'","","Southeast","10,000'","40.589525550583, -111.662531903850",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Mt Olympus","Natural","","","","","","Northwest","7,700'","40.661859301257, -111.780836718360",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Dougs Drop","Skier","","","5""","40'","","East","9,800'","",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Patsy Marly","Skier","","","6""","40'","","North","10,500'","40.589025938402, -111.609324204050",NA,NA,NA,NA,NA,NA
"2019-03-03","Southwest","Tushers","Snowboarder","","","12""","200'","","East","10,500'","38.367905640199, -112.406920547560",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Patsy Marly","Snowshoer","","","8""","","","North","10,500'","40.588797686521, -111.609062166260",NA,NA,NA,NA,NA,NA
"2019-02-25","Uintas","Uintas","Unknown","","","","","","Northwest","6,500'","",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Monte Cristo","Natural","","","8""","10'","","South","9,800'","",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Lake Peak","Skier","","","6""","","","North","10,500'","",NA,NA,NA,NA,NA,NA
"2019-03-04","Salt Lake","Superior","Natural","","","4""","60'","","South","8,600'","40.584691362767, -111.659996496740",NA,NA,NA,NA,NA,NA
"2019-03-04","Salt Lake","Catchers Mit","Skier","Unintentionally Triggered","","6""","20'","200'","East","9,000'","",NA,NA,NA,NA,NA,NA
"2019-03-04","Salt Lake","Summit Park","Skier","","","10""","80'","","North","8,300'","40.728908743851, -111.615593197070",NA,NA,NA,NA,NA,NA
"2019-03-03","Salt Lake","Maybird Chute","Natural","","","4""","50'","","South","9,600'","40.584267667370, -111.709585177020",NA,2,NA,NA,NA,NA
"2019-03-04","Salt Lake","Mineral Basin","Natural","","Wet grains","4""","","","South","","40.563209884961, -111.624655710760",NA,NA,NA,NA,NA,NA
"2019-03-04","Salt Lake","Silver Fork","Unknown","","","4""","","","East","8,600'","40.621159334088, -111.620149599620",NA,NA,NA,NA,NA,NA
"2019-03-05","Salt Lake","Caribou Basin","Snowmobiler","Unintentionally Triggered","","2.5'","","","Northeast","9,800'","40.586027615283, -111.561698900790",NA,NA,NA,NA,NA,NA
"2019-03-05","Southwest","Niotche Creek","Snowmobiler","","Facets","10'","800'","300'","Northeast","10,400'","38.731633922534, -111.644825922560",NA,NA,NA,NA,NA,NA
"2019-03-06","Salt Lake","Patsy Marly","","","","16""","45'","","North","10,000'","40.591897235774, -111.614631625140",NA,NA,NA,NA,NA,NA
"2019-03-06","Provo","Elk Point","Natural","","","","","","Northeast","7,400'","",NA,NA,NA,NA,NA,NA
"2019-03-06","Salt Lake","Y Coulior","Natural","","New Snow/Old Snow Interface","","","","North","","",NA,NA,NA,NA,NA,NA
"2019-03-07","Salt Lake","Dougs Drop","Skier","","","7""","125'","","Northeast","9,200'","",NA,NA,NA,NA,NA,NA
"2019-03-07","Salt Lake","Silver/Days","Skier","","","10""","80'","","North","10,000'","40.601017886602, -111.635684954250",NA,NA,NA,NA,NA,NA
"2019-03-07","Salt Lake","Back Bowls","Skier","Unintentionally Triggered","Graupel","2'","300'","350'","Northeast","9,900'","40.591535301154, -111.603884684160",NA,NA,NA,NA,NA,NA
"2019-03-07","Salt Lake","Benson and Hedges","Skier","","","16""","30'","","West","10,000'","",NA,NA,NA,NA,NA,NA
"2019-03-07","Salt Lake","Lake Peak","Skier","","","12""","2,500'","","East","9,500'","",NA,2,NA,NA,NA,NA
"2019-03-07","Salt Lake","South Monitor Bowl","Natural","Cornice Triggered","New Snow/Old Snow Interface","10""","300'","600'","Northeast","9,900'","",NA,NA,NA,NA,NA,NA
"2019-03-07","Salt Lake","White Pine","Natural","","New Snow/Old Snow Interface","20""","300'","600'","Northwest","9,500'","",NA,NA,NA,NA,NA,NA
"2019-03-06","Skyline","Chute Camp Site","Natural","","","","","","Northeast","9,200'","39.570658352220, -111.188421236660",NA,NA,NA,NA,NA,NA
"2019-03-07","Salt Lake","Rocky Point","Skier","","","8""","30'","","Northeast","9,500'","40.581777638804, -111.598541723810",NA,1,NA,NA,NA,NA
"2019-03-07","Salt Lake","Jaws","Skier","","","8""","","","North","10,000'","40.601546095252, -111.634248901780",NA,NA,NA,NA,NA,NA
"2019-03-07","Logan","Logan River below Temple Fork","Natural","Repeater","Wet grains","","100'","700'","West","6,400'","41.824036995466, -111.598820673540",NA,NA,NA,NA,NA,NA
"2019-03-07","Logan","Tony Grove Lake","Natural","","New Snow","12""","200'","500'","East","9,000'","41.895121799988, -111.644439684450",NA,NA,NA,NA,NA,NA
"2019-03-08","Salt Lake","Brighton Perimeter","Snowboarder","","","6""","200'","","Northeast","10,100'","35.996448882160, -126.754573077410",NA,NA,NA,NA,NA,NA
"2019-03-08","Salt Lake","Brighton Perimeter","Skier","Unintentionally Triggered","Graupel","14""","80'","50'","Northwest","9,700'","40.591600478152, -111.599743353450",NA,NA,NA,NA,NA,NA
"2019-03-08","Provo","Slide Canyon","Unknown","","","","","","South","","40.349160679047, -111.591171013440",NA,NA,NA,NA,NA,NA
"2019-03-08","Ogden","Cutler Ridge","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","2'","100'","400'","Northeast","8,500'","",1,1,NA,NA,NA,NA
"2019-03-08","Logan","Rock Bowl","Natural","","New Snow/Old Snow Interface","8""","50'","300'","East","8,700'","",NA,NA,NA,NA,NA,NA
"2019-03-08","Salt Lake","Cardiff Pass","Skier","","","21""","","","Southeast","10,300'","",NA,1,NA,NA,NA,NA
"2019-03-09","Salt Lake","South Monitor Bowl","Skier","","","12""","40'","","Northeast","9,800'","",NA,NA,NA,NA,NA,NA
"2019-03-09","Salt Lake","West Willow","Skier","Remotely Triggered","","2'","300'","","Northeast","9,600'","40.646843377309, -111.599092917760",NA,NA,NA,NA,NA,NA
"2019-03-09","Logan","Boss Canyon","Snowmobiler","Unintentionally Triggered","New Snow/Old Snow Interface","2'","200'","","South","8,700'","41.992798154319, -111.650104509890",NA,NA,NA,NA,NA,NA
"2019-03-08","Moab","Above Treeline - NE face Pre-Laurel Pk.","Natural","","Facets","6'","2,500'","900'","Northeast","11,600'","38.457520682244, -109.246298062250",NA,NA,NA,NA,NA,NA
"2019-03-09","Ogden","Snowbasin Backcountry","Skier","Unintentionally Triggered","","18""","","","Northeast","9,000'","",1,1,1,NA,NA,NA
"2019-03-07","Skyline","Meadow Fork","Natural","","","3'","250'","150'","Northwest","9,500'","39.439031250446, -111.377420412650",NA,NA,NA,NA,NA,NA
"2019-03-10","Salt Lake","Tri Chutes","Skier","","","14""","50'","","West","10,500'","54.167791840053, -124.643379435240",NA,NA,NA,NA,NA,NA
"2019-03-09","Logan","White Pine Canyon","Snowmobiler","Unintentionally Triggered","Facets","2'","250'","200'","Southeast","8,400'","41.928782771494, -111.644182192400",NA,NA,NA,NA,NA,NA
"2019-03-09","Logan","Mitton Peak","Natural","Repeater","","","","","Southeast","8,000'","41.608255033203, -111.996045099770",NA,NA,NA,NA,NA,NA
"2019-03-11","Salt Lake","Wolverine Cirque","Snowboarder","","","8""","30'","","East","10,500'","",NA,NA,NA,NA,NA,NA
"2019-03-11","Salt Lake","Banana Days","Unknown","","","2""","100'","","Northeast","10,200'","40.609406694446, -111.643946158010",NA,NA,NA,NA,NA,NA
"2019-03-11","Salt Lake","Mineral Fork","Natural","","","","20'","","West","7,000'","",NA,NA,NA,NA,NA,NA
"2019-03-11","Salt Lake","Room of Doom","Skier","","","8""","30'","","North","10,400'","",NA,NA,NA,NA,NA,NA
"2019-03-13","Salt Lake","Mt Olympus","Skier","","","18""","35'","","Northeast","7,600'","",NA,NA,NA,NA,NA,NA
"2019-03-14","Salt Lake","Georges Bowl","Skier","","","2'","100'","","Northeast","9,900'","",NA,NA,NA,NA,NA,NA
"2019-03-14","Salt Lake","Greaseball","Skier","","","2.5'","50'","","Northwest","10,000'","40.628073332280, -111.669330584120",NA,NA,NA,NA,NA,NA
"2019-03-14","Salt Lake","Salt Lake","Skier","Remotely Triggered","New Snow","20""","150'","500'","East","10,000'","40.667163796300, -111.683779274840",NA,NA,NA,NA,NA,NA
"2019-03-13","Abajos","Abajos","Natural","","New Snow/Old Snow Interface","2'","100'","700'","East","10,700'","37.847951430049, -109.452710139170",NA,NA,NA,NA,NA,NA
"2019-03-14","Logan","Tony Grove","Snowmobiler","Remotely Triggered","New Snow/Old Snow Interface","8""","40'","","East","9,000'","41.903937963467, -111.660361277180",NA,NA,NA,NA,NA,NA
"2019-03-14","Salt Lake","Emma Ridges","Skier","","","12""","20'","","South","9,700'","40.598084762729, -111.631648900220",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Exxons Folley","Natural","","","","1,500'","1,250'","North","11,200'","38.451269751969, -109.264504897040",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Noriega Face","Natural","","","","1,500'","","Northeast","10,600'","38.459268157278, -109.270319926190",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Moab","Natural","","","","700'","2,000'","West","11,800'","38.440379741399, -109.264934050480",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Mt. Haystack","Natural","","","","300'","","Southwest","11,000'","38.497399613820, -109.251565920740",NA,NA,NA,NA,NA,NA
"2019-03-15","Salt Lake","Maybird Chute","Natural","","","","50'","","South","","",NA,NA,NA,NA,NA,NA
"2019-03-15","Logan","Central Bear River Range","Snowboarder","Intentionally Triggered","Surface Hoar","2'","25'","","North","9,000'","",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Talking Mountain Cirque","Natural","","","","2,500'","","","11,600'","38.443035173238, -109.248175608560",NA,NA,NA,NA,NA,NA
"2019-03-16","Salt Lake","Red Top","Natural","","","","","","West","10,800'","40.543515189768, -111.664363803590",NA,NA,NA,NA,NA,NA
"2019-03-16","Salt Lake","Salt Lake foothills","Skier","","","6""","15'","","North","5,900'","40.855628178797, -111.824545192330",NA,NA,NA,NA,NA,NA
"2019-03-15","Salt Lake","Red Top","Natural","","","2'","300'","","West","10,700'","40.544460928383, -111.663627537200",NA,NA,NA,NA,NA,NA
"2019-03-16","Salt Lake","Toledo Chutes","Skier","","","1""","50'","","Southeast","10,000'","40.594320476171, -111.657375803040",NA,1,NA,NA,NA,NA
"2019-03-16","Ogden","Ogden","","Intentionally Triggered","New Snow/Old Snow Interface","7""","200'","150'","North","8,800'","41.400247948893, -111.789364801930",NA,NA,NA,NA,NA,NA
"2019-03-16","Salt Lake","Reynolds Pk","Skier","","","4""","80'","","East","9,200'","40.664201820258, -111.643603057400",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Dory Canyon","Natural","","","","900'","","North","11,200'","38.451236143354, -109.267230021390",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Talking Mountain Cirque","Natural","","","","500'","","West","11,600'","38.444984668602, -109.241566645550",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Gold Basin","Natural","","","","1,500'","","","11,600'","38.450093441105, -109.239420878330",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","South Mountain","Natural","","","","500'","","","11,200'","38.410760015746, -109.259676920810",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Middle Cirque","Natural","","","","500'","","Northeast","11,800'","38.441052011859, -109.255835997500",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Middle Cirque","Natural","","","","350'","","","11,600'","38.442564597502, -109.250814902230",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Upper Horse Creek","Natural","","","","400'","","","11,200'","38.462729377090, -109.241952883640",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Dark Canyon","Natural","","","","","","","11,800'","38.454260856070, -109.229593264510",NA,NA,NA,NA,NA,NA
"2019-03-16","Provo","Cascade Ridge","Natural","","Wet grains","6'","500'","2,000'","Southwest","10,400'","41.934976499795, -111.824340807490",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","The Funnel","Natural","","","","300'","","Southwest","11,200'","38.457957554972, -109.250750529220",NA,NA,NA,NA,NA,NA
"2019-03-15","Salt Lake","Chipman Peak","Natural","","New Snow/Old Snow Interface","14""","300'","1,000'","Southeast","10,700'","40.523798391268, -111.721633659910",NA,NA,NA,NA,NA,NA
"2019-03-18","Uintas","Upper Weber Canyon","Natural","Cornice Triggered","Ground Interface","2'","100'","300'","East","10,500'","40.845956581824, -111.066842066440",NA,NA,NA,NA,NA,NA
"2019-03-18","SE Idaho","Andrew Nyman Peak","Unknown","","Wet grains","","","","East","9,200'","42.048400338874, -111.649031626290",NA,NA,NA,NA,NA,NA
"2019-03-18","Salt Lake","Diving Board","Natural","","Ground Interface","","","","Northeast","10,500'","",NA,NA,NA,NA,NA,NA
"2019-03-20","Salt Lake","Stairs Gulch","Skier","Unintentionally Triggered","Facets","","50'","","North","8,900'","",1,1,NA,NA,1,NA
"2019-03-19","Salt Lake","Mill B South","Natural","","","","700'","","West","","",NA,NA,NA,NA,NA,NA
"2019-03-20","Ogden","Taylor Canyon","Skier","Unintentionally Triggered","Facets","","","200'","Northeast","7,400'","",1,1,NA,NA,NA,NA
"2019-03-21","Salt Lake","Flanigans","Skier","Intentionally Triggered","New Snow/Old Snow Interface","6""","80'","300'","North","10,000'","",NA,NA,NA,NA,NA,NA
"2019-03-13","Moab","Moab","Natural","","","4'","50'","100'","West","11,200'","",NA,NA,NA,NA,NA,NA
"2019-03-22","Logan","Central Bear River Range","Snowboarder","Intentionally Triggered","New Snow/Old Snow Interface","8""","50'","500'","North","9,500'","",1,NA,NA,NA,NA,NA
"2019-03-23","Provo","Primrose Cirque","Unknown","","","","","","Southwest","","40.396764305019, -110.582885729530",NA,NA,NA,NA,NA,NA
"2019-03-23","Salt Lake","East Bowl","Natural","","","","60'","","North","10,000'","40.601669561293, -111.619882049280",NA,NA,NA,NA,NA,NA
"2019-03-23","Salt Lake","Davenport Hill","Skier","","","12""","","","North","10,000'","40.600854966938, -111.619849192210",NA,NA,NA,NA,NA,NA
"2019-03-23","SE Idaho","Danish Pass","Skier","Unintentionally Triggered","Surface Hoar","12""","150'","500'","North","8,800'","42.114910196831, -111.587244929990",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Birthday Chutes","Skier","","","6""","50'","","Northwest","10,100'","",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Patsy Marly","Skier","","","10""","50'","","West","10,000'","40.588499618847, -111.612614921860",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Catchers Mit","Snowboarder","","","","20'","","North","9,600'","",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Upper Meadow Chutes","Skier","Unintentionally Triggered","New Snow","8""","40'","250'","East","8,600'","",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Cardiac Bowl","Skier","Unintentionally Triggered","Density Change","12""","1,000'","700'","Northeast","10,900'","",6,6,2,NA,1,NA
"2019-03-24","Salt Lake","Gobblers Knob","Skier","","","4""","40'","","East","10,100'","40.668041899963, -111.684286581570",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Banana Days","Skier","","","6""","","","Northeast","10,100'","40.607282255418, -111.642632424500",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","White Pine","Natural","","","10""","","","North","9,500'","",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Birthday Chutes","Skier","","","12""","150'","","North","10,700'","40.552478787738, -111.666144119810",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Wolverine Cirque","Skier","","","6""","30'","","Northeast","10,300'","",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Grizzly Gulch","Skier","","","12""","20'","","Southeast","","",NA,1,NA,NA,NA,NA
"2019-03-24","Salt Lake","Mill B South","Skier","","","12""","25'","","Northwest","9,200'","40.611248446103, -111.696066843570",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","Dry Fork of AF","Natural","","Density Change","12""","150'","","West","10,300'","40.518766335353, -111.743670689160",NA,NA,NA,NA,NA,NA
"2019-03-24","Provo","Elk Point","Natural","","","","","","Northeast","","40.401363804572, -111.612591805190",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","East Bowl","Skier","","","8""","20'","","West","10,000'","40.985988705279, -114.250087724870",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","White Baldy","Skier","Unintentionally Triggered","","3'","","","North","10,800'","40.532616923476, -111.678770496610",1,1,NA,NA,NA,NA
"2019-03-25","Ogden","Hells Canyon","Unknown","","","12""","50'","","Northeast","8,200'","41.213400275128, -111.878214316650",NA,NA,NA,NA,NA,NA
"2019-03-24","Salt Lake","East Bowl","Skier","","","6""","","","Northwest","9,900'","",NA,NA,NA,NA,NA,NA
"2019-03-25","Ogden","Ogden","Skier","Remotely Triggered","Surface Hoar","2'","150'","250'","Northeast","8,400'","",1,1,1,NA,NA,NA
"2019-03-25","Logan","Tony Grove","Snowboarder","Unintentionally Triggered","New Snow/Old Snow Interface","2.5'","40'","500'","North","9,000'","",NA,NA,NA,NA,NA,NA
"2019-03-25","Uintas","Bald Mountain","Natural","Cornice Triggered","New Snow/Old Snow Interface","18""","200'","450'","Southeast","11,400'","40.693199230583, -110.906016813930",NA,NA,NA,NA,NA,NA
"2019-03-26","Salt Lake","Hogum","Skier","","","20""","80'","","West","10,200'","40.546343703378, -111.712361933890",NA,1,NA,NA,NA,NA
"2019-03-26","Salt Lake","Cardiac Ridge","Skier","","","8""","30'","","Northeast","10,800'","40.597400976594, -111.668043123780",NA,NA,NA,NA,NA,NA
"2019-03-26","Logan","Saint Charles Peak","Snow Bike","Unintentionally Triggered","New Snow/Old Snow Interface","10""","50'","150'","Northeast","9,100'","42.090627390318, -111.576526152220",NA,NA,NA,NA,NA,NA
"2019-03-26","Salt Lake","Blue Ice","Natural","","","","100'","","Northeast","10,500'","",NA,NA,NA,NA,NA,NA
"2019-03-23","Skyline","Huntington Canyon","Natural","","Facets","3'","60'","300'","East","8,600'","39.496044653514, -111.157436358110",NA,NA,NA,NA,NA,NA
"2019-03-29","Salt Lake","Brighton Hill","Skier","","","12""","45'","","South","9,600'","",NA,NA,NA,NA,NA,NA
"2019-03-29","Logan","Cherry Creek Canyon","Skier","","","4""","5'","","North","6,100'","41.925522736521, -111.748376969670",NA,NA,NA,NA,NA,NA
"2019-03-29","Salt Lake","Kessler","Skier","","","5""","30'","","Northwest","8,600'","40.632514657669, -111.672735413700",NA,NA,NA,NA,NA,NA
"2019-03-29","Ogden","Hells Canyon","","","","","","","","","",NA,NA,NA,NA,NA,NA
"2019-03-29","Salt Lake","Summit Park","Skier","Intentionally Triggered","Density Change","8""","50'","70'","North","8,500'","40.728494601944, -111.613154398510",NA,NA,NA,NA,NA,NA
"2019-03-29","Salt Lake","South Monitor Bowl","Natural","Cornice Triggered","Density Change","18""","200'","800'","Northeast","9,900'","",NA,NA,NA,NA,NA,NA
"2019-03-29","Salt Lake","South Monitor Bowl","Natural","Cornice Triggered","Density Change","2'","60'","","North","9,700'","",NA,NA,NA,NA,NA,NA
"2019-03-29","Logan","Cherry Creek Canyon","Snowboarder","","","6""","10'","","North","6,000'","41.918852395504, -111.753154980240",NA,NA,NA,NA,NA,NA
"2019-03-29","Logan","Providence Canyon","","","","","","","","","",NA,NA,NA,NA,NA,NA
"2019-03-29","Salt Lake","Days Draw","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","14""","50'","200'","Northeast","9,600'","",NA,NA,NA,NA,NA,NA
"2019-03-29","Ogden","North Ogden Divide","Skier","Intentionally Triggered","Density Change","10""","300'","50'","East","6,800'","41.316690460433, -111.894893633400",NA,NA,NA,NA,NA,NA
"2019-03-30","Salt Lake","Hypodermic Needle","Natural","","Graupel","3'","100'","","East","10,400'","",NA,NA,NA,NA,NA,NA
"2019-03-30","Salt Lake","Kessler","Skier","","","10""","150'","","Northwest","10,100'","40.627156078994, -111.668226084030",NA,NA,NA,NA,NA,NA
"2019-03-30","Salt Lake","Silver Fork","Skier","","","10""","25'","","East","9,700'","40.557634656803, -111.689414965220",NA,1,NA,NA,NA,NA
"2019-03-30","Salt Lake","Holy Toledo","Skier","","","6""","30'","","West","10,000'","40.600940499812, -111.647761451010",NA,1,NA,NA,NA,NA
"2019-03-30","Salt Lake","Superior","Natural","","","","","","South","11,000'","40.592089303617, -111.662249552310",NA,NA,NA,NA,NA,NA
"2019-03-30","Logan","Bloomington Lake Area","Snowmobiler","Unintentionally Triggered","","20""","60'","","North","8,500'","42.154977111705, -111.595081674180",1,1,NA,NA,NA,NA
"2019-03-23","Salt Lake","Bonkers","Natural","","","","","","Northeast","9,700'","40.595185115241, -111.716784225990",NA,NA,NA,NA,NA,NA
"2019-03-31","Salt Lake","Bonkers","Natural","","Ground Interface","2.5'","150'","500'","Northeast","9,600'","",NA,NA,NA,NA,NA,NA
"2019-03-31","Salt Lake","West Couloir","Skier","","","8""","30'","","South","9,000'","40.625059654688, -111.677591410680",NA,NA,NA,NA,NA,NA
"2019-03-31","Ogden","Powder Mountain Backcountry","Skier","","","10""","100'","","North","8,200'","41.399241464615, -111.736485721760",NA,NA,NA,NA,NA,NA
"2019-03-31","Ogden","Snowbasin Backcountry","Skier","","","14""","30'","","East","9,400'","41.201386923756, -111.878351106670",NA,NA,NA,NA,NA,NA
"2019-03-30","Ogden","Ogden","Snowboarder","Unintentionally Triggered","New Snow/Old Snow Interface","12""","300'","1,250'","East","9,200'","41.396191737175, -111.787497984470",1,1,NA,NA,NA,NA
"2019-03-30","Logan","Whites Canyon","Snow Bike","Unintentionally Triggered","Surface Hoar","2'","500'","300'","Northeast","9,000'","",2,2,2,NA,NA,NA
"2019-04-03","Salt Lake","Sliver peak","Skier","","","4""","10'","","Northeast","9,800'","",NA,NA,NA,NA,NA,NA
"2019-04-03","Logan","East Faces-Wellsville Range","Natural","","New Snow","","300'","1,250'","East","8,800'","41.628916335703, -112.003297792930",NA,NA,NA,NA,NA,NA
"2019-04-03","Salt Lake","Claytons","Skier","","","8""","350'","","Northeast","10,700'","40.591000169299, -111.559292427400",NA,NA,NA,NA,NA,NA
"2019-04-03","Salt Lake","West Porter","Natural","","","","","","North","8,800'","",NA,NA,NA,NA,NA,NA
"2019-04-03","Salt Lake","Santiago Ridge","Natural","","","","300'","","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2019-04-04","Salt Lake","Kessler Slabs","Natural","","","","","","Northeast","9,400'","",NA,NA,NA,NA,NA,NA
"2019-04-05","Salt Lake","Blue Ice","Natural","","Ground Interface","10'","300'","2,500'","East","11,000'","",NA,NA,NA,NA,NA,NA
"2019-04-05","Salt Lake","Tuscarora","Natural","","","","","","North","10,400'","40.584886913583, -111.599163996280",NA,NA,NA,NA,NA,NA
"2019-04-06","Salt Lake","Emma Ridges","Skier","","","6""","10'","","South","9,300'","",NA,NA,NA,NA,NA,NA
"2019-04-06","Provo","Bob's Knob","Natural","","","6""","100'","","Southeast","7,800'","40.415611219764, -111.610446037970",NA,NA,NA,NA,NA,NA
"2019-04-07","Salt Lake","Diving Board","Natural","","Ground Interface","","200'","","Northeast","10,000'","",NA,NA,NA,NA,NA,NA
"2019-04-09","Salt Lake","Broads Fork","Natural","","Ground Interface","5'","90'","600'","East","9,000'","",NA,NA,NA,NA,NA,NA
"2019-04-08","Salt Lake","High Pockets","Natural","","","","","","East","10,000'","",NA,NA,NA,NA,NA,NA
"2019-04-10","Salt Lake","Scotties Bowl","Skier","","","4""","80'","","Northeast","9,700'","40.564324908103, -111.678629872480",NA,NA,NA,NA,NA,NA
"2019-04-10","Salt Lake","West Porter","Skier","","","8""","30'","","North","9,200'","",NA,NA,NA,NA,NA,NA
"2019-04-10","Salt Lake","Kessler Slabs","Skier","","","8""","40'","","Northeast","9,900'","40.629013041300, -111.664993116870",NA,1,NA,NA,NA,NA
"2019-04-10","Logan","North Fork, Shumway Canyon","Natural","Repeater","","","150'","1,250'","Northeast","8,600'","41.653418985606, -112.012889372370",NA,NA,NA,NA,NA,NA
